ChEMBL ID;Name;Synonyms;Type;Smiles
CHEMBL88;CYCLOPHOSPHAMIDE;CYCLOPHOSPHAMIDE|Cyclophosphamide|Cytoxan|Neosar;Small molecule;O=P1(N(CCCl)CCCl)NCCCO1
CHEMBL111;RIMONABANT;Acomplia|RIMONABANT|SR-14171|SR-141716|SR-141716A|SR141716|ZIMULTI;Small molecule;Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
CHEMBL1054;TRICHLORMETHIAZIDE;Metahydrin|NSC-61560|Naqua|TRICHLOREX|TRICHLORMAS|TRICHLORMETHIAZIDE|TRICHLOROMETHIAZIDE|Trichlormethiazide;Small molecule;NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
CHEMBL1200845;HALCINONIDE;HALCINONIDE|HALOG-E|Halog|NSC-758413|SO 18566|SO-18566|SQ 18566|SQ-18566;Small molecule;CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
CHEMBL1321;PROCARBAZINE;Matulane|PROCARBACINE|PROCARBAZINE|Procarbazine|RO-4-6467|RO-4-6467 FREE BASE;Small molecule;CNNCc1ccc(C(=O)NC(C)C)cc1
CHEMBL408513;BELINOSTAT;BELEODAQ|BELINOSTAT|NSC726630|PX-105684|PXD-101|PXD101;Small molecule;O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
CHEMBL1653;PHENIRAMINE MALEATE;ANTOLOZINE|AVIL RET|DANERAL|DANERAL-SA|FERVEX|INHISTON|NAPHCON A|NSC-757270|PHENIRAMINE HYDROGEN MALEATE|PHENIRAMINE MALEATE|PM-241|PROPHENPYRIDAMINE MALEATE|Pheniramine Maleate|TRIMETON|TRIMETOSE;Small molecule;CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O
CHEMBL1502;PANTOPRAZOLE;ALTOPAN|BY 1023|BY-1023|NSC-759257|PANTOCID|PANTOLOC|PANTOLOC CONTROL|PANTOPRAZOLE|PANTOZOL|PROTIUM|PROTIUM I.V.|Pantoprazole|Protonix|SK&F 96022|SK&F-96022|SK-96022|SKF-96022|ZOVANTA;Small molecule;COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
CHEMBL1198;PRAMOXINE;PRAMOCAINE|Pramoxine;Small molecule;CCCCOc1ccc(OCCCN2CCOCC2)cc1
CHEMBL316561;PROGLUMIDE;BINOSIDE|CR-242|DL-PROGLUMIDE|GASTROTOPIC|MIDELID|MILID|NSC-757841|Nulsa|PROGLUMIDE|PROMID|ULCUTIN|W-5219|XYLAMIDE;Small molecule;CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1
CHEMBL248702;DEXFENFLURAMINE;D-FENFLURAMINE|DEXFENFLURAMINE|Dexfenfluramine|FENFLURAMINE D-FORM|ISOLIPAN|J13.711A|S 5614;Small molecule;CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
CHEMBL553025;VINORELBINE;NAVELBIN|NSC-760087|VINORELBINE|Vinorelbine Base;Small molecule;CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
CHEMBL1055;CHLORTHALIDONE;CHLORTALIDONE|CHLORTALIDONUM|CHLORTHALIDONE|G-33182|Hygroton|NATRIURAN|NSC-69200|PHTHALAMUDINE|Thalitone;Small molecule;NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
CHEMBL159;VINBLASTINE;NSC-47842|VINBLASTINE|Velban|[3H]-Vinblastine;Small molecule;CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
CHEMBL631;PROPAFENONE;GNF-Pf-4594|PROPAFENON HEXAL|PROPAFENONE|Propafenone|Rythmol;Small molecule;CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
CHEMBL1729;CISAPRIDE;ALIMIX|CISAPRIDE|CISAPRIDE MONOHYDRATE|Cisapride|PREPULSID|PREPULSID QUICKLET|PROPULSID QUICKSOLV|Propulsid|R-51,619|R-51619;Small molecule;COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
CHEMBL822;TERBINAFINE;LAMISIL AT|Lamisil|SF 86-327|SF-86-327|TDT-067|TERBINAFINE|TERBINAFINE HYDROCHLORIDE;Small molecule;CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
CHEMBL1083993;AMIODARONE HYDROCHLORIDE;AMIDOX|AMIODAR|AMIODARONE|AMIODARONE HCL|AMIODARONE HYDROCHLORIDE|AMYBEN|CORDARONE|CORDARONE X|CORDARONE X 100|CORDARONE X 200|DARMIL|L-3428|MIODARON|NEXTERONE|NSC-343341|NSC-85442|ORTACRONE|PACERONE|RITMOCARDYL|SK&F-33134-A|SKF 33134-A|SKF-33134-A|TRANGOREX|VF-236;Small molecule;CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
CHEMBL1243;SULFABENZAMIDE;NSC-74587|SULFABENZAMIDE|SULFABENZAMIDE (TRIPLE SULFA)|Sulfabenzamide|TRIPLE SULFA (SULFABENZAMIDE);Small molecule;Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
CHEMBL1237044;TRAMADOL;AMANDA|CG-315E|E-265|ETS-6103|ETS6103|TRAMADOL|Tramadol|U-26255A|Ultracet|Ultram;Small molecule;COc1cccc(C2(O)CCCCC2CN(C)C)c1
CHEMBL1425;MERCAPTOPURINE;MERCAPTOPURINE|Mercaptopurine anhydrous|Purinethol;Small molecule;Sc1ncnc2nc[nH]c12
CHEMBL1200993;GALLAMINE TRIETHIODIDE;BENZCURINE IODIDE|Benzcurine Iodide|Flaxedil|GALLAMINE TRIETHIODIDE|GALLAMINI TRIETHIODIDUM|GALLAMONE TRIETHIODIDE|Gallomone Triethiodide|NSC-102690|REMYOLAN|Relaxan|SYNCURARINE;Small molecule;CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
CHEMBL24778;SILODOSIN;KAD-3213|KMD-3213|KSO-0400|RAPAFLO|RAPILIF|SILODAL|SILODOSIN|SILODYX|URIEF|UROREC;Small molecule;C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
CHEMBL1133;OXYBUTYNIN CHLORIDE;5058|DITROPAN XL|Ditropan|GELNIQUE|MJ 4309-1|MJ-4309-1|NSC-759108|OXYBUTYNIN CHLORIDE|OXYBUTYNIN HYDROCHLORIDE|POLLAKISU|TROPAX;Small molecule;CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
CHEMBL1200383;BENZTROPINE MESYLATE;BENZATROPINE MESILATE|BENZTROPINE MESILATE|BENZTROPINE MESYLATE|BENZTROPINE METHANESULFONATE|Cogentin|NSC-169913;Small molecule;CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O
CHEMBL374731;TELBIVUDINE;2'-DEOXY-L-THYMIDINE|LDT-600|LDT600|NV-02B|SEBIVO|TELBIVUDINE|Tyzeka;Small molecule;Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
CHEMBL1261;CITRIC ACID;ACIDUM CITRICUM|ACIDUM CITRICUM MONOHYDRATE|ACILETTEN|ANHYDROUS CITRIC ACID|B1650|CITRATE|CITRIC ACID|CITRIC ACID ANHYDROUS|CITRIC ACID BP|CITRIC ACID HYDRATE|CITRIC ACID MONOGLYCERIDE|CITRIC ACID, ANHYDROUS|CITRIC ACID, HYDROUS|CITRIC ACID,ANHYDROUS|CITRIC ACID,HYDROUS|CITRICUM ACIDUM|Citric Acid|E-330|E330|FEMA NO. 2306|INS NO.330|INS-330|NSC-112226|NSC-30279|NSC-626579|Urologic G;Small molecule;O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL413965;FELBINAC;CL 83,544|CL-83544|Dolinac|FELBINAC|FELBINAC ETHYL|Flexfree|L-141|LJC 10,141|LJC-10141|LY-61017|NSC-16284|Napageln|Target|Traxam;Small molecule;O=C(O)Cc1ccc(-c2ccccc2)cc1
CHEMBL1200469;PROMAZINE HYDROCHLORIDE;NSC-17468|PRAZINE|PROMAZINE HCL|PROMAZINE HYDROCHLORIDE|PROTACTYL|Promazine Granules|Promazine chloride|Sparine|Tranquazine|Verophene;Small molecule;CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl
CHEMBL3545059;ALISKIREN FUMARATE;ALISKIREN FUMARATE|ALISKIREN HEMIFUMARATE|NSC-759185|SPP-100B|SPP100|TEKTURNA;Small molecule;COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O
CHEMBL729;LOPINAVIR;A-157378-0|A-157378.0|ABT-378|ALUVIRAN|KOLETRA|Kaletra|LOPINAVIR|LOPINAVIR, (S-(2S,4S,5S))-|LOPINAVIR-|LOPINAVIRUM;Small molecule;Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
CHEMBL1201049;ECONAZOLE NITRATE;ECONAZOLE NITRATE|ECOSTATIN|ECOSTATIN TWIN PACK|ECOSTATIN-1|ECOZA|GYNO-PEVARYL|GYNO-PEVARYL 1 CP PACK|GYNO-PEVARYL 150|GYNO-PEVARYL ONCE|NSC-243115|PEVARYL|R 14,827|R-14827|R14827|SQ 13050|SQ-13050|SQ13050|Spectazole;Small molecule;Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
CHEMBL1909072;PIPAMAZINE;PIPAMAZINE;Small molecule;NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CHEMBL936;DIPHENIDOL;DIFENIDOL|DIFENIDOL HYDROCHLORIDE|DIPHENIDOL|Diphenidol|SK&F 478|SK&F-478|SK-478|VONTROL|Vontrol;Small molecule;OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
CHEMBL267648;PEFLOXACIN;1589 RB|1589-RB|EU-5306|PEFLOXACIN;Small molecule;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
CHEMBL710;FINASTERIDE;AINDEEM|FINASTERIDE|MK-906|NSC-741485|NSC-759318|PROSTIDE|Propecia|Proscar;Small molecule;CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL914;FEXOFENADINE;Allegra|FEXOFENADINE|Fexofenadine;Small molecule;CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL1539;SULFADOXINE;FANASULF|Fanasil|Fanzil|J21.373J|NSC-759319|RO 4-4393|RO-4-4393|RO-44393|SULFADOXIN|SULFADOXINE|SULFADOXINUM|SULPHADOXINE|Sulforthamidine|Sulphormethoxine|WR-4073;Small molecule;COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
CHEMBL1237;LISINOPRIL;LISINOPRIL|MK-521|NSC-751176|NSC-758151|Prinivil|Zestril;Small molecule;NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL4;OFLOXACIN;DL-8280|EXOCIN|FLOXIN OTIC|Floxin|HOE 280|HOE-280|J01MA01|NSC-727071|NSC-758178|OFLOXACIN|Ocuflox|TARIVID|TARIVID 400|TARIVID I.V.|Visiren;Small molecule;CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
CHEMBL27;PROPRANOLOL;.BETA.-PROPRANOLOL|AY-64043-|BETALONG|DL-PROPRANOLOL|EUPROVASIN|Inderal|Inderide-40/25|Inderide-80/25|PROPRANOLOL|PROPRASYLYT|Propranolol|REDUCOR;Small molecule;CC(C)NCC(O)COc1cccc2ccccc12
CHEMBL1487;ATORVASTATIN;ATORVASTATIN|Atorvastatin|CARDYL|LIPITOR|PREVENCOR|SORTIS|TAHOR|ZARATOR;Small molecule;CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
CHEMBL15245;YOHIMBINE;YOHIMBINE|YOHIMBINUM|Yohimbine;Small molecule;COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21
CHEMBL411;DIETHYLSTILBESTROL;APSTIL|CYREN A|DIETHYLSTILBESTROL|DISTILBENE|Diethylstilbestrol|ESTROBENE|ESTROGENINE|ESTROMENIN|FONATOL|NEW-ESTRANOL 1|NSC-3070|PALESTROL|STILBESTRO|STILBESTROFORM|STILBESTROL|STILBOESTROL|SYNESTRIN|SYNTHESTRIN|Stilbestrol|Stilbetin|Stilboesterol|TAMPOVAGAN;Small molecule;CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
CHEMBL554;LAPATINIB;GSK-572016|GW-2016|GW-572016|GW-572016X|GW572016|LAPATINIB|Lapatinib|TYVERB;Small molecule;CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL14;CARBACHOL;CARBACHOL|CARBACHOL CHLORIDE|CARBACHOLINE CHLORIDE|CARBAMOYLCHOLINE CHLORIDE|CARBASTAT|Carbachol|Carbacholine chloride|DORYL|MIOSTAT|NSC-32865;Small molecule;C[N+](C)(C)CCOC(N)=O.[Cl-]
CHEMBL535;SUNITINIB;NSC-736511|NSC-750690|SU-011248|SU-11248|SU011248|SUNITINIB|SUTENT|Sutent;Small molecule;CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL1628227;DOXEPIN;DOXEPIN|Doxepin|P-3693A|SINEPIN|SINEQUAN|Zonalon;Small molecule;CN(C)CCC=C1c2ccccc2COc2ccccc21
CHEMBL865;VALDECOXIB;Bextra|NSC-759846|SC-65872|VALDECOXIB|VALDYN;Small molecule;Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
CHEMBL49;BUSPIRONE;BCI-024|BUSPIRONE|Buspar|Buspirone|GEN-BUSPIRONE;Small molecule;O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
CHEMBL1399;ANASTROZOLE;ANASTROZOLE|Arimidex|ICI D1033|ICI-D1033|NASTROSA|NSC-719344|NSC-759855|RVG-106400|ZD-1033|ZD1033;Small molecule;CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
CHEMBL1201237;LEVOBUNOLOL;BUNOLOL, (-)-|BUNOLOL, (S)-|LEVOBUNOLOL|Levobunolol;Small molecule;CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
CHEMBL1256400;XYLOMETAZOLINE HYDROCHLORIDE;NAZO-MIST|NSC-757378|Neo-Synephrine II|OTRADROPS|OTRASPRAY|OTRIVINE|OTRIVINE HAY FEVER FOR|Otrivin Hydrochloride|XYLOMET HCL|XYLOMETAZOLINE HCL|XYLOMETAZOLINE HYDROCHLORIDE;Small molecule;Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
CHEMBL1256696;CARBETAPENTANE CITRATE;CARBETAPENTANE CITRATE|LOUCARBATE|NSC-757833|PENTOXYVERINE|PENTOXYVERINE CITRATE|PENTOXYVERINE HYDROGEN CITRATE|Toclase;Small molecule;CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL282468;CHOLINE CHLORIDE;CHOLINE CHLORIDE|FEMA NO. 4500|HORMOCLINE|LIPOTRIL|NSC-402838|PARESAN;Small molecule;C[N+](C)(C)CCO.[Cl-]
CHEMBL70927;DEFERIPRONE;APO-066|APO-66|CP-20|CP20|DEFERIPRON|DEFERIPRONE|DN-180-01-AF|DN-18001AF|FERRIPROX|L-1|L1|NSC-758880|PL-1|PL1;Small molecule;Cc1c(O)c(=O)ccn1C
CHEMBL428;TROVAFLOXACIN;CP-99219|TROVAFLOXACIN|Trovafloxacin;Small molecule;N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
CHEMBL1504;TRIAMCINOLONE ACETONIDE;ADCORTYL|ADCORTYL IN ORABASE|ALLERNAZE|ARISTOCORT A|ARISTOGEL|AUDICORT|AUREOCORT|Aristocort|Azmacort|FLUTEX|FX-006|FX006|GPPE EAR DPS CAP|GPPE EAR OINT|KENACORT|KENALOG IN ORABASE|KENALOG-10|KENALOG-40|KENALOG-80|KENALOG-H|Kenacourt|Kenalog|NASACORT ALLERGY 24 HOUR|NASACORT AQ|NASACORT HFA|NSC-21916|NYSTADERMAL|Nasacort|Oracort|Oralone|PEVARYL T.C.|REMIDERM|REMOTIC|SILDERM|TRI-ADCORTYL|TRIACORT|TRIAMCINOLONE ACETONIDE|TRIAMCINOLONE ACETONIDE IN ABSORBASE|TRIATEX|TRIESENCE|TRIVARIS|TRYMEX|Tri-nasal|Triacet|Triamcinolone Acetonide|Triderm|Vetalog|ZILRETTA;Small molecule;CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CHEMBL990;BUTENAFINE;BUTENAFINE|Butenafine|Mentax|Mentax-TC;Small molecule;CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
CHEMBL1069;VALSARTAN;CGP 48933|CGP-48933|Diovan|Exforge|NSC-758927|PREXXARTAN|VALSARTAN;Small molecule;CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
CHEMBL641;ATOMOXETINE;ATOMOXETINE|Atomoxetine|Strattera;Small molecule;CNCC[C@@H](Oc1ccccc1C)c1ccccc1
CHEMBL726;FLUPHENAZINE;FLUPHENAZINE|Fluphenazine|NSC-62323|Permitil|Prolixin;Small molecule;OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
CHEMBL63857;PHENOLPHTHALEIN;ALOPHEN|Ex-Lax|PHENOLPHTHALEIN|Prulet;Small molecule;O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
CHEMBL1716;CYPROHEPTADINE HYDROCHLORIDE;CYPROHEPTADINE HCL|CYPROHEPTADINE HYDROCHLORIDE|CYPROHEPTADINE HYDROCHLORIDE HYDRATE|CYPROHEPTADINE HYDROCHLORIDE SESQUIHYDRATE|Cyproheptadine Hydrochloride|Cyproheptadine hydrocloride|NSC-169911|NSC-759282|PERIACTINE|PERITOL|Periactin;Small molecule;CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl
CHEMBL1370;BUDESONIDE;AIRCORT|BUDEFLAM AQUANASE|BUDELIN NOVOLIZER|BUDENOFALK|BUDESONIDE|CORTIMENT|DUORESP SPIROMAX|ENTOCORT|ENTOCORT CR|ENTOCORT EC|MAP-0010|MAP0010|NSC-757788|ORTIKOS|PREFERID|PULMAXAN|PULMICORT FLEXHALER|PULMICORT L.S.|PULMICORT RESPULES|Pulmicort|R01AD05|RHINOCORT ALLERGY|RHINOCORT AQUA|RHINOCORT AQUA 64|Rhinocort|S-1320|SYMBICORT|UCERIS;Small molecule;CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CHEMBL460291;LACIDIPINE;3,3'-IMINOBISPROPYLAMINE|3,3'-IMINODIPROPYLAMINE|4-AZAHEPTAMETHYLENEDIAMINE|CALDINE|DIPROPYLAMINE, 3,3'-DIAMINO-|DIPROPYLENETRIAMINE|GR 43659X|GR-43659X|LACIDIPINE|MOLAP|MOTENS|NSC-7773;Small molecule;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
CHEMBL76370;TEGASEROD;HTF 919|SDZ-HTF-919|TEGASEROD|Zelmac;Small molecule;CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
CHEMBL1873475;IBRUTINIB;CRA-032765|IBRUTINIB|IMBRUVICA|PC-32765|PCI 32765|PCI-32765|PCI-32765-00;Small molecule;C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CHEMBL413;SIROLIMUS;AY-22989|L04AA10|NPC-12G|NSC-226080|RAPALIMUS|RAPAMYCIN|Rapamune|SIROLIMUS|SM-88 COMPONENT SIROLIMUS|WY-090217;Small molecule;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
CHEMBL715;OLANZAPINE;ARKOLAMYL|LY-170053|LY170053|OLANSEK|OLANZAPINE|OLANZAPINE APOTEX|OLANZAPINE CIPLA|OLANZAPINE GLENMARK|OLANZAPINE MYLAN|OLANZAPINE TEVA|OLAZAX|OLAZAX DISPERZI|ZALASTA|ZYPREXA VELOTAB|ZYPREXA ZYDIS|Zyprexa;Small molecule;Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
CHEMBL1517;OXYTETRACYCLINE;5-HYDROXYTETRACYCLINE DIHYDRATE|BERKMYCEN|CHEMOCYCLINE|E703|GALENOMYCIN|Hi-Tet|IMPERACIN|Microtet|NITOX|NSC-757262|NSC-9169|OXITETRACYCLINE|OXTC|OXYMYCIN|OXYTETRACYCLINE|OXYTETRACYCLINE (ANHYDROUS)|OXYTETRACYCLINE ANHYDROUS|OXYTETRACYCLINE DEHYDRATE|OXYTETRACYCLINE DIHYDRATE|OXYTETRACYCLINUM DIHYDRAS|OXYTETRAMIX-250|Oxytetracycline|TERRAFUNGINE|TERRAMYCINE|Terramycin|Tetraplex|UNIMYCIN;Small molecule;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
CHEMBL945;AMILORIDE;AMICLARAN|AMILORIDE|Amiloride|Hydro-Ride|Midamor;Small molecule;N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
CHEMBL1077;BROMFENAC;BROMFENAC|Bromfenac|ISV-303|YELLOX;Small molecule;Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
CHEMBL917;FLOXURIDINE;5-FUDR|5-Fluoro-2-deoxyuridine|F.U.D.R.|FLOXURIDINE|FLUORURIDINE DEOXYRIBOSE|FUDR|NSC-27640;Small molecule;O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
CHEMBL17157;TERFENADINE;ANTIHISTAMINE|HISTAFEN|HISTAFEN 120|NSC-665802|NSC-758627|RMI 9918|RMI-9918|Seldane|TERFENADINE|TERFENOR|TERFENOR FTE|TERFEX|TERFINAX 120|TERFINAX 60|TRILUDAN|TRILUDAN FTE;Small molecule;CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
CHEMBL695;TRIMETHADIONE;A 2297|ABSENTOL|EPIDIONE|J2.519D|MINOALEVIATIN|NSC-15799|NSC-169503|TRIDONE|TRIMETHADIONE|TRIMETHADIONUM|TROXIDONE|Tridione|Trimethadione;Small molecule;CN1C(=O)OC(C)(C)C1=O
CHEMBL716;QUETIAPINE;ATROLAK XL|BIQUELLE XL|BRANCICO XL|EBESQUE XL|MINTRELEQ XL|NORSIC|NSC-758918|PSYQUET XL|QUETIAPINE|QUETIAPINE EXTENDED RELEASE|Quetiapine|SEOTIAPIM XL|SEROQUEL|SEROQUEL XL|SONDATE XL|TENPROLIDE XL|ZALURON XL;Small molecule;OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
CHEMBL2079587;STANOZOLOL;ANDROSTANAZOL|ANDROSTANAZOLE|NSC-233046|NSC-43193|STANOZOLOL|STANOZOLOL CIII|STROMBA|Tevabolin|WIN 14833|WIN-14833|Winstrol|Winstrol Depot;Small molecule;C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
CHEMBL421;SULFASALAZINE;AZULFIDINE EN-TABS|Azulfidine|Azulfidine EN|BENZOSULFA|COLIZINE|NSC-203730|NSC-667219|S.A.S.-500|S.a.s.|SALAZOPYRIN|SALAZOPYRIN E.C.|SALAZOPYRIN-EN|SALAZOSULFAPYRIDINE|SALICYLAZOSULFAPYRIDINE|SAS-500|SULFASALAZINE|SULFASALAZINUM|SULFASALAZOPYRIDINE|SULPHASALAZINE|Salazosulfapyridine|Salicylazosulfapyridine|UCINE;Small molecule;O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
CHEMBL1200517;DIHYDROERGOTAMINE MESYLATE;D.H.E. 45|DHE-45|DIERGO|DIHYDERGOT|DIHYDROERGOTAMINE MESILATE|DIHYDROERGOTAMINE MESYLATE|DIHYDROERGOTAMINE METHANESULFONATE|Dihydroergotamine Methanesulfonate|MIGRANAL|NSC-759848|TONOPAN;Small molecule;CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
CHEMBL897;PROBENECID;BENURYL|Benemid|HC 5006|NSC-18786|PROBALAN|PROBENATE|PROBENECID|PROBENECIDUM|Probampicin|Probecid|Probenecid;Small molecule;CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
CHEMBL1200822;FLECAINIDE ACETATE;FLECAINIDE ACETATE|FLECAINIDE MONOACETATE|Tambocor;Small molecule;CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
CHEMBL741;LAMOTRIGINE;BW 430C|BW-430C|LAMICTAL CD|LAMICTAL ODT|LAMICTAL XR|LAMOTRIGINE|Lamictal|NSC-759171;Small molecule;Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
